Order Date,Product Name,Category,Region,Quantity,Sales,Profit
2026-06-21,Headphones,Accessories,East,9,3488.44,328.22
2026-06-21,Mouse,Accessories,West,3,3592.87,898.23
2026-06-24,Camera,Electronics,North,3,1022.57,288.65
2026-07-01,Camera,Electronics,South,1,1222.61,76.7
2026-06-27,Mobile,Electronics,West,9,2787.19,326.83
2026-06-12,Printer,Office,East,1,4368.6,796.65
2026-06-14,Speaker,Accessories,West,3,1970.9,144.18
2026-06-25,Camera,Electronics,North,6,4828.02,289.64
2026-07-06,Mobile,Electronics,North,4,1682.51,87.14
2026-07-02,Headphones,Accessories,North,10,2751.75,240.94
2026-07-02,Printer,Office,North,3,4189.94,501.48
2026-07-10,Printer,Office,East,5,2224.75,321.33
2026-06-26,Keyboard,Accessories,West,3,1081.03,205.62
2026-07-06,Headphones,Accessories,South,1,584.31,174.22
2026-07-07,Keyboard,Accessories,East,3,4485.41,581.56
2026-07-10,Tablet,Electronics,West,6,3786.82,900.56
2026-06-21,Laptop,Electronics,North,1,2016.89,530.33
2026-07-06,Speaker,Accessories,South,1,2757.82,722.9
2026-06-13,Camera,Electronics,South,3,4618.97,513.69
2026-06-30,Printer,Office,East,9,4480.0,596.5
2026-06-12,Camera,Electronics,South,8,1670.79,142.86
2026-06-20,Headphones,Accessories,North,5,525.5,53.52
2026-07-11,Keyboard,Accessories,East,7,4040.64,677.72
2026-06-19,Mouse,Accessories,South,10,1141.69,156.33
2026-06-22,Printer,Office,South,5,810.76,61.47
2026-07-03,Camera,Electronics,West,8,2517.97,622.4
2026-06-25,Speaker,Accessories,North,4,433.36,86.41
2026-06-19,Laptop,Electronics,South,1,3168.63,366.51
2026-06-13,Laptop,Electronics,East,5,1862.55,431.95
2026-06-16,Laptop,Electronics,North,1,773.43,131.34
2026-06-19,Keyboard,Accessories,South,7,4959.91,1243.6
2026-07-07,Speaker,Accessories,West,9,4652.78,1149.92
2026-06-16,Keyboard,Accessories,North,7,2103.57,320.88
2026-07-12,Speaker,Accessories,East,7,237.78,44.21
2026-06-20,Keyboard,Accessories,South,3,2431.14,153.25
2026-07-09,Laptop,Electronics,South,6,2693.16,528.65
2026-07-09,Tablet,Electronics,South,10,428.88,93.82
2026-06-28,Mouse,Accessories,South,6,4288.54,991.67
2026-07-11,Laptop,Electronics,East,6,1587.47,161.22
2026-06-29,Tablet,Electronics,North,3,4145.39,288.56
2026-06-12,Mobile,Electronics,West,1,3234.92,929.68
2026-07-02,Keyboard,Accessories,East,10,2597.31,203.36
2026-06-18,Camera,Electronics,North,10,2980.77,523.77
2026-06-14,Printer,Office,East,5,3598.43,509.77
2026-07-10,Laptop,Electronics,East,4,234.56,28.0
2026-06-21,Mobile,Electronics,South,2,2354.27,130.04
2026-07-07,Speaker,Accessories,South,9,620.22,116.37
2026-06-25,Keyboard,Accessories,East,10,3588.98,305.58
2026-06-19,Tablet,Electronics,East,1,1812.6,229.4
2026-06-15,Laptop,Electronics,East,2,4779.64,611.46
2026-07-02,Headphones,Accessories,West,8,4182.4,498.53
2026-06-28,Printer,Office,East,6,3187.97,631.08
2026-06-18,Monitor,Electronics,West,2,3406.96,921.27
2026-07-08,Headphones,Accessories,North,4,783.86,189.31
2026-07-07,Laptop,Electronics,South,6,3741.22,503.62
2026-06-20,Tablet,Electronics,West,6,3244.39,764.33
2026-06-21,Printer,Office,South,5,611.44,110.65
2026-06-26,Speaker,Accessories,North,1,4458.18,942.02
2026-07-10,Laptop,Electronics,East,2,2234.8,198.74
2026-06-22,Tablet,Electronics,West,5,1466.11,324.02
2026-07-12,Speaker,Accessories,West,7,2153.58,459.53
2026-07-04,Keyboard,Accessories,East,5,775.78,201.88
2026-07-06,Camera,Electronics,East,3,3403.13,512.04
2026-07-11,Tablet,Electronics,South,1,2082.09,621.08
2026-07-10,Monitor,Electronics,East,6,4328.04,260.11
2026-07-08,Mouse,Accessories,South,4,2947.97,752.09
2026-07-04,Speaker,Accessories,South,6,2754.04,736.41
2026-06-19,Headphones,Accessories,West,10,3690.55,1015.9
2026-07-10,Headphones,Accessories,East,8,2652.88,207.55
2026-07-08,Mobile,Electronics,South,8,2484.35,602.83
2026-06-13,Printer,Office,West,8,4310.83,1116.63
2026-06-12,Printer,Office,North,5,1024.96,153.53
2026-06-24,Mobile,Electronics,West,5,1615.57,175.97
2026-06-16,Tablet,Electronics,North,4,4543.86,228.55
2026-07-12,Headphones,Accessories,South,5,4320.31,1271.83
2026-07-10,Tablet,Electronics,North,8,3968.88,368.44
2026-06-15,Monitor,Electronics,South,2,3304.42,324.75
2026-06-19,Camera,Electronics,South,5,3412.19,707.07
2026-07-05,Headphones,Accessories,East,2,1640.17,232.13
2026-07-04,Keyboard,Accessories,South,5,4607.74,1245.4
2026-06-16,Camera,Electronics,East,1,4846.65,617.54
2026-07-01,Monitor,Electronics,East,10,4378.97,732.99
2026-07-05,Tablet,Electronics,East,7,135.75,12.78
2026-07-01,Monitor,Electronics,North,6,645.08,66.6
2026-06-17,Keyboard,Accessories,South,1,633.7,184.59
2026-06-17,Monitor,Electronics,East,6,999.81,236.54
2026-07-08,Printer,Office,East,2,4667.93,740.71
2026-06-12,Printer,Office,East,1,2679.55,345.95
2026-07-12,Monitor,Electronics,North,4,1079.68,268.42
2026-06-26,Keyboard,Accessories,West,4,1457.43,81.58
2026-06-28,Headphones,Accessories,North,2,4423.35,675.3
2026-07-05,Speaker,Accessories,East,3,4702.22,1006.35
2026-07-01,Monitor,Electronics,South,3,830.96,192.65
2026-07-05,Mouse,Accessories,South,3,3725.1,221.09
2026-06-12,Keyboard,Accessories,East,6,4784.94,1266.52
2026-07-04,Keyboard,Accessories,South,10,1804.54,166.2
2026-06-27,Printer,Office,North,1,3208.6,797.29
2026-07-08,Laptop,Electronics,South,6,4128.79,626.91
2026-06-22,Keyboard,Accessories,South,4,4098.44,513.31
2026-07-10,Monitor,Electronics,East,10,3065.15,348.95
2026-06-25,Monitor,Electronics,North,2,4999.89,424.71
2026-06-26,Laptop,Electronics,South,9,1132.94,284.03
2026-07-01,Camera,Electronics,West,1,3169.62,873.85
2026-07-02,Monitor,Electronics,North,8,3782.18,1033.01
2026-06-29,Tablet,Electronics,North,6,2562.26,373.51
2026-07-10,Mobile,Electronics,West,1,2283.09,629.19
2026-06-12,Mouse,Accessories,South,9,3742.05,554.6
2026-07-09,Tablet,Electronics,West,9,1411.86,170.62
2026-06-16,Mouse,Accessories,East,8,1605.18,165.16
2026-06-30,Camera,Electronics,West,9,1133.62,301.47
2026-06-12,Headphones,Accessories,East,3,172.97,35.3
2026-06-20,Headphones,Accessories,East,1,3349.55,723.8
2026-06-16,Mobile,Electronics,South,5,2246.42,126.11
2026-06-13,Keyboard,Accessories,East,3,2643.54,505.08
2026-06-23,Monitor,Electronics,West,4,176.21,33.23
2026-06-21,Keyboard,Accessories,East,5,4795.42,704.14
2026-07-04,Printer,Office,East,9,4911.24,658.41
2026-07-07,Monitor,Electronics,South,4,4653.98,1331.91
2026-06-26,Mouse,Accessories,North,10,661.85,55.78
2026-06-30,Keyboard,Accessories,East,7,226.19,32.2
2026-06-27,Mobile,Electronics,South,7,662.65,149.06
2026-06-13,Mobile,Electronics,South,4,454.42,47.73
2026-07-03,Headphones,Accessories,North,3,2364.69,179.84
2026-07-05,Monitor,Electronics,West,4,4777.58,925.41
2026-06-24,Monitor,Electronics,East,8,1751.88,243.75
2026-06-27,Mobile,Electronics,West,8,593.76,122.07
2026-07-03,Printer,Office,East,10,220.23,23.13
2026-06-15,Camera,Electronics,South,10,3367.49,754.12
2026-06-12,Monitor,Electronics,South,6,1287.32,82.83
2026-07-02,Printer,Office,North,4,394.14,88.69
2026-06-20,Tablet,Electronics,East,6,1987.37,427.78
2026-06-13,Mobile,Electronics,West,7,1379.1,144.7
2026-06-20,Mouse,Accessories,South,8,3750.06,292.75
2026-06-14,Camera,Electronics,East,3,3999.88,928.59
2026-06-21,Tablet,Electronics,North,7,1808.61,412.36
2026-06-26,Tablet,Electronics,North,9,3881.86,543.36
2026-07-10,Keyboard,Accessories,South,10,932.72,162.1
2026-07-08,Camera,Electronics,South,5,1349.46,381.82
2026-06-27,Laptop,Electronics,East,3,3279.88,402.31
2026-07-03,Laptop,Electronics,West,7,3161.96,850.44
2026-07-12,Tablet,Electronics,North,9,3555.42,1053.66
2026-06-22,Printer,Office,South,10,2583.27,317.52
2026-07-02,Tablet,Electronics,South,9,3913.07,289.63
2026-06-25,Laptop,Electronics,East,7,2334.83,405.0
2026-06-30,Camera,Electronics,East,8,4458.56,487.51
2026-06-16,Printer,Office,East,1,4616.74,331.95
2026-07-12,Headphones,Accessories,West,6,1187.6,170.17
2026-06-14,Tablet,Electronics,South,8,3716.97,494.96
2026-07-04,Speaker,Accessories,West,2,1497.01,300.82
2026-06-28,Tablet,Electronics,West,7,4833.52,1380.43
2026-06-30,Tablet,Electronics,South,3,299.8,71.56
2026-07-11,Laptop,Electronics,West,8,4852.25,1324.62
2026-06-19,Monitor,Electronics,West,3,597.26,112.9
2026-06-14,Camera,Electronics,North,4,1108.33,328.57
2026-06-20,Keyboard,Accessories,West,6,3774.34,280.28
2026-06-24,Speaker,Accessories,North,6,3222.33,507.37
2026-07-05,Mobile,Electronics,South,9,585.45,150.01
2026-06-29,Mouse,Accessories,East,10,3140.12,604.04
2026-07-07,Laptop,Electronics,South,8,2961.67,424.27
2026-06-17,Mouse,Accessories,East,2,4234.47,865.58
2026-07-12,Headphones,Accessories,East,6,236.37,45.94
2026-06-27,Printer,Office,South,5,3066.09,463.71
2026-06-19,Tablet,Electronics,South,5,4166.29,725.88
2026-06-25,Tablet,Electronics,South,7,4227.33,450.96
2026-06-22,Laptop,Electronics,East,6,3627.07,661.03
2026-06-23,Monitor,Electronics,North,5,306.14,43.64
2026-06-16,Headphones,Accessories,East,4,3931.7,614.19
2026-07-02,Monitor,Electronics,North,9,4641.62,1225.53
2026-06-21,Monitor,Electronics,South,2,3309.59,888.63
2026-06-15,Camera,Electronics,West,10,4948.35,961.15
2026-07-08,Tablet,Electronics,West,3,2273.22,433.8
2026-07-05,Camera,Electronics,East,9,450.07,56.42
2026-07-02,Headphones,Accessories,West,10,2311.41,540.71
2026-07-03,Camera,Electronics,North,10,4200.38,874.68
2026-07-03,Keyboard,Accessories,South,5,4289.53,1205.38
2026-06-13,Keyboard,Accessories,South,1,2952.75,559.33
2026-07-09,Keyboard,Accessories,East,2,1072.26,54.89
2026-06-28,Printer,Office,East,9,3209.05,561.99
2026-06-23,Keyboard,Accessories,East,4,2185.1,174.22
2026-07-04,Tablet,Electronics,East,10,3178.47,331.17
2026-06-29,Mouse,Accessories,West,2,1315.11,171.65
2026-06-22,Laptop,Electronics,West,8,1321.63,141.16
2026-06-20,Printer,Office,East,6,1785.62,124.03
2026-06-25,Headphones,Accessories,East,1,2813.01,256.52
2026-06-12,Headphones,Accessories,North,10,282.88,17.52
2026-07-08,Tablet,Electronics,South,2,1250.9,191.26
2026-06-28,Mobile,Electronics,West,8,3450.94,207.65
2026-06-23,Keyboard,Accessories,West,8,2613.21,380.86
2026-07-08,Keyboard,Accessories,North,3,3638.23,622.02
2026-06-19,Printer,Office,North,5,2901.03,825.52
2026-06-14,Speaker,Accessories,East,8,1427.03,135.45
2026-06-14,Printer,Office,West,3,748.77,43.44
2026-06-20,Printer,Office,West,8,1140.18,195.03
2026-07-10,Camera,Electronics,North,7,2858.52,445.14
2026-06-19,Headphones,Accessories,East,9,3815.61,202.95
2026-06-29,Mouse,Accessories,North,9,181.39,17.96
2026-07-10,Monitor,Electronics,West,6,2959.64,812.48
2026-06-17,Speaker,Accessories,North,8,2907.43,213.34
2026-06-16,Tablet,Electronics,South,10,2104.35,168.51
2026-06-29,Camera,Electronics,East,8,3238.54,967.8
2026-07-03,Mobile,Electronics,South,6,1441.11,165.19
2026-06-19,Laptop,Electronics,East,2,1879.43,138.12
2026-07-11,Mobile,Electronics,South,9,4436.03,499.6
2026-07-07,Tablet,Electronics,South,4,4744.22,735.73
2026-06-22,Mobile,Electronics,South,9,2740.7,244.19
2026-06-28,Printer,Office,East,10,2524.3,600.25
2026-07-09,Mouse,Accessories,North,9,2544.69,382.46
2026-07-05,Camera,Electronics,North,8,4428.8,926.44
2026-07-03,Printer,Office,North,2,1936.44,517.65
2026-06-14,Monitor,Electronics,East,9,3113.02,825.25
2026-07-01,Speaker,Accessories,West,10,1276.32,189.99
2026-06-26,Camera,Electronics,South,10,2742.54,599.32
2026-06-16,Laptop,Electronics,East,7,951.28,224.18
2026-07-03,Mobile,Electronics,West,8,2698.21,505.12
2026-06-14,Speaker,Accessories,South,8,1548.38,455.82
2026-06-18,Camera,Electronics,North,8,1217.64,342.39
2026-06-27,Laptop,Electronics,South,6,451.63,64.65
2026-06-30,Keyboard,Accessories,East,10,3915.59,639.83
2026-07-02,Camera,Electronics,South,3,2582.53,180.67
2026-06-15,Keyboard,Accessories,East,7,898.36,184.4
2026-07-10,Printer,Office,West,3,3611.5,479.35
2026-06-28,Keyboard,Accessories,South,4,1666.04,237.51
2026-06-14,Headphones,Accessories,East,5,1279.06,271.21
2026-06-14,Mouse,Accessories,North,9,4977.76,1007.52
2026-06-26,Speaker,Accessories,North,1,2462.69,598.08
2026-06-30,Tablet,Electronics,West,5,2056.29,571.64
2026-07-09,Mobile,Electronics,North,9,4629.97,915.78
2026-06-16,Camera,Electronics,West,8,4181.99,704.33
2026-07-01,Laptop,Electronics,West,6,1601.74,320.67
2026-06-18,Keyboard,Accessories,South,7,371.48,37.43
2026-06-21,Speaker,Accessories,East,6,4081.21,772.01
2026-06-25,Speaker,Accessories,South,7,3154.46,697.59
2026-06-26,Camera,Electronics,South,2,2002.07,553.67
2026-07-12,Laptop,Electronics,South,5,1534.09,218.39
2026-06-24,Speaker,Accessories,North,1,1760.78,198.29
2026-07-05,Laptop,Electronics,West,4,4742.16,1078.51
2026-07-12,Laptop,Electronics,West,1,960.69,164.67
2026-07-06,Keyboard,Accessories,South,9,594.5,174.13
2026-07-10,Speaker,Accessories,East,4,163.5,13.63
2026-06-30,Camera,Electronics,West,9,3003.62,682.09
2026-06-20,Tablet,Electronics,North,2,1483.47,172.66
2026-06-19,Tablet,Electronics,North,4,3345.37,934.99
2026-06-12,Tablet,Electronics,North,9,3177.47,577.94
2026-06-29,Laptop,Electronics,West,10,2523.54,563.83
2026-06-26,Speaker,Accessories,North,1,406.64,98.15
2026-07-05,Tablet,Electronics,South,1,701.51,183.79
2026-06-12,Monitor,Electronics,West,7,875.32,245.19
2026-06-22,Tablet,Electronics,North,1,1722.78,111.55
2026-06-30,Camera,Electronics,West,3,740.66,107.22
2026-07-08,Monitor,Electronics,East,2,1517.25,141.63
2026-06-19,Monitor,Electronics,West,4,901.28,128.05
2026-06-23,Speaker,Accessories,West,6,2891.4,152.39
2026-06-12,Speaker,Accessories,North,7,1829.56,243.42
2026-06-15,Monitor,Electronics,East,9,2119.08,220.89
2026-07-09,Headphones,Accessories,South,2,196.92,27.85
2026-07-10,Headphones,Accessories,West,9,2928.0,571.89
2026-07-12,Mobile,Electronics,East,8,2373.86,572.07
2026-07-09,Keyboard,Accessories,South,1,2160.52,427.88
2026-06-16,Tablet,Electronics,East,1,2480.22,580.62
2026-06-13,Headphones,Accessories,North,5,1292.67,315.7
2026-06-25,Mobile,Electronics,West,3,4718.18,1285.3
2026-06-30,Mobile,Electronics,East,5,1642.11,221.37
2026-07-04,Mobile,Electronics,East,10,986.49,193.01
2026-07-04,Speaker,Accessories,South,10,4467.96,759.8
2026-07-10,Mobile,Electronics,East,7,3745.14,611.19
2026-07-03,Headphones,Accessories,West,4,3106.61,507.47
2026-06-27,Monitor,Electronics,East,4,739.97,40.77
2026-07-08,Tablet,Electronics,West,9,606.04,80.27
2026-07-05,Headphones,Accessories,North,7,4673.71,938.92
2026-07-12,Camera,Electronics,East,9,1284.1,119.92
2026-07-01,Laptop,Electronics,West,3,1781.0,320.14
2026-06-19,Speaker,Accessories,North,6,3072.01,889.44
2026-06-14,Laptop,Electronics,West,9,4229.73,733.75
2026-06-29,Monitor,Electronics,South,9,3955.36,500.13
2026-06-24,Laptop,Electronics,East,8,3982.45,651.89
2026-06-27,Monitor,Electronics,South,7,3479.71,539.2
2026-06-12,Mouse,Accessories,North,5,903.08,103.57
2026-07-08,Headphones,Accessories,South,9,3772.63,1090.29
2026-06-25,Mouse,Accessories,South,7,3653.19,745.06
2026-06-18,Monitor,Electronics,East,9,2169.93,608.78
2026-07-12,Mobile,Electronics,West,9,1555.34,181.3
2026-07-06,Camera,Electronics,South,3,2399.84,276.2
2026-06-20,Keyboard,Accessories,West,5,366.47,25.59
2026-07-06,Laptop,Electronics,South,4,2010.42,346.13
2026-06-25,Tablet,Electronics,South,7,4346.0,496.61
2026-06-25,Monitor,Electronics,North,10,2516.22,430.04
2026-07-11,Keyboard,Accessories,West,9,2563.17,543.84
2026-06-12,Mouse,Accessories,West,3,3084.84,579.8
2026-06-16,Mouse,Accessories,West,10,3405.31,968.43
2026-06-27,Mobile,Electronics,South,6,2817.92,467.24
2026-06-25,Laptop,Electronics,East,6,2973.22,609.21
2026-06-27,Laptop,Electronics,North,7,1663.43,422.38
2026-07-02,Monitor,Electronics,South,1,1798.32,425.65
2026-06-28,Printer,Office,North,8,251.17,52.6
2026-07-02,Monitor,Electronics,South,7,144.52,17.74
2026-06-16,Keyboard,Accessories,North,5,4321.96,573.3
2026-07-03,Speaker,Accessories,East,9,3210.0,789.32
2026-07-06,Keyboard,Accessories,North,9,4036.95,929.36
2026-07-10,Tablet,Electronics,West,5,4683.89,417.33
2026-06-15,Laptop,Electronics,South,5,2889.53,425.0
2026-06-17,Speaker,Accessories,East,9,344.56,18.17
2026-06-26,Monitor,Electronics,West,7,1012.72,273.5
2026-07-04,Camera,Electronics,East,10,2882.84,397.87
2026-06-25,Keyboard,Accessories,West,9,2807.66,380.6
2026-07-11,Mouse,Accessories,South,9,3843.82,647.1
2026-06-23,Laptop,Electronics,West,2,1220.35,260.86
2026-06-23,Monitor,Electronics,West,6,2345.59,394.61
2026-06-30,Laptop,Electronics,North,8,921.65,91.53
2026-06-26,Monitor,Electronics,North,9,4544.84,942.58
2026-06-16,Speaker,Accessories,South,2,3571.39,308.15
2026-06-29,Monitor,Electronics,East,4,3155.59,606.66
2026-06-18,Printer,Office,East,8,1949.47,422.7
2026-06-28,Tablet,Electronics,North,3,3508.43,672.76
2026-06-24,Tablet,Electronics,East,4,4451.91,1317.26
2026-07-12,Mouse,Accessories,West,3,452.05,56.19
2026-07-05,Mouse,Accessories,South,3,2166.78,149.24
2026-06-24,Tablet,Electronics,North,3,1435.5,317.41
2026-07-06,Mouse,Accessories,West,9,1372.36,90.25
2026-06-13,Laptop,Electronics,West,1,3270.8,384.08
2026-07-12,Laptop,Electronics,South,2,4880.89,439.45
2026-07-01,Mouse,Accessories,North,7,965.06,235.49
2026-07-10,Monitor,Electronics,South,10,3534.7,641.24
2026-07-11,Keyboard,Accessories,West,8,297.8,50.88
2026-06-16,Tablet,Electronics,East,5,1114.85,244.36
2026-06-29,Headphones,Accessories,South,3,2828.44,602.58
2026-07-01,Monitor,Electronics,North,5,4701.62,1002.78
2026-07-03,Camera,Electronics,North,8,3435.22,901.17
2026-07-09,Mouse,Accessories,West,10,522.52,29.15
2026-07-06,Keyboard,Accessories,East,10,4584.14,563.0
2026-06-25,Mouse,Accessories,East,5,3811.55,930.63
2026-06-30,Speaker,Accessories,North,1,2057.65,212.52
2026-06-20,Tablet,Electronics,East,6,4840.42,1315.82
2026-07-08,Camera,Electronics,North,3,4527.71,975.59
2026-06-23,Mobile,Electronics,North,4,2395.19,513.08
2026-06-17,Laptop,Electronics,South,3,1028.51,68.02
2026-06-30,Camera,Electronics,North,8,3308.7,702.96
2026-07-02,Monitor,Electronics,North,2,2905.84,351.68
2026-07-04,Camera,Electronics,East,5,2547.89,128.03
2026-06-29,Laptop,Electronics,South,8,3856.07,1152.31
2026-07-01,Keyboard,Accessories,West,1,375.46,105.24
2026-07-09,Mouse,Accessories,East,7,4444.98,907.08
2026-06-22,Mobile,Electronics,West,5,3039.77,471.48
2026-07-12,Laptop,Electronics,South,2,3141.16,640.8
2026-07-01,Keyboard,Accessories,South,6,748.16,208.71
2026-06-30,Mouse,Accessories,West,10,4250.83,1077.93
2026-07-01,Camera,Electronics,West,9,773.3,216.22
2026-06-15,Mobile,Electronics,South,9,745.54,205.97
2026-06-28,Speaker,Accessories,East,6,2172.51,522.12
